Accession,prop_hits,Species,Genus,Genus_clean,Length,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,GenBank_Title,Species_clean,Host_taxID
KX219796,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27640,"Gao,M., Xu,Q., Zhao,W., Zhang,T., Chen,Y., Wang,Q., Han,Z., Liu,S.L.","",China,Gallus gallus,unknown,2011-12,"Infectious bronchitis virus strain ck/CH/LXJ/111265, complete genome",Avian coronavirus,9031
KX179500,0.112994350282486,Human coronavirus NL63,Alphacoronavirus,Alphacoronavirus,27553,"Lednicky,J.A., Morris,J.G. Jr., Rand,K.H., White,S.K., Loeb,J.C.","",USA,Homo sapiens,oronasopharynx,2015-09,"Human coronavirus NL63 strain NL63/UF-2/2015, complete genome",Human coronavirus NL63,9606
KU521535,0.112994350282486,Human coronavirus NL63,Alphacoronavirus,Alphacoronavirus,27553,"Beau De Rochars,V.M., Lednicky,J., White,S., Loeb,J., Elbadry,M.A., Telisma,T., Chavannes,S., Anilis,M.G., Cella,E., Ciccozzi,M., Okech,B.A., Salemi,M., Morris,J.G. Jr., Lednicky,J.A., Rand,K.H., Loeb,J.C.",27799635,USA,Homo sapiens,oronasopharynx,9/1/2015,"Human coronavirus NL63 isolate NL63/UF-2/2015, complete genome",Human coronavirus NL63,9606
KT696544,0.112994350282486,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,28542,"Guo,R., He,H., Li,B., Wen,L., Ni,Y., Fan,B.","",China,Sus scrofa,unknown,2012,"Transmissible gastroenteritis virus strain JS2012, complete genome",Alphacoronavirus 1,9823
KJ473810,0.112994350282486,Rhinolophus ferrumequinum alphacoronavirus HuB-2013,Alphacoronavirus,Alphacoronavirus,27576,"Wu,Z., Yang,L., Ren,X., He,G., Zhang,J., Yang,J., Qian,Z., Dong,J., Sun,L., Zhu,Y., Du,J., Yang,F., Zhang,S., Jin,Q.",26262818,China,Myotis sp.,unknown,2013,"BtMs-AlphaCoV/GS2013, complete genome",Rhinolophus ferrumequinum alphacoronavirus HuB-2013,59479
KT381875,0.112994350282486,Human coronavirus NL63,Alphacoronavirus,Alphacoronavirus,27553,"Beau De Rochars,V.M., Lednicky,J., White,S., Loeb,J., Elbadry,M.A., Telisma,T., Chavannes,S., Anilis,M.G., Cella,E., Ciccozzi,M., Okech,B.A., Salemi,M., Morris,J.G. Jr., Lednicky,J.A., Rand,K.H., Loeb,J.C.",27799635,USA,Homo sapiens,oronasopharynx,2015,"Human coronavirus NL63 isolate NL63/UF-1/2015, complete genome",Human coronavirus NL63,9606
KP868572,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27452,"Xu,Q., Zhang,T., Han,Z., Gao,M., Wang,Q., Shao,Y., Kong,X., Liu,S.","",China,Gallus gallus,unknown,2011,"Infectious bronchitis virus strain ck/CH/LHLJ/111043, complete genome",Avian coronavirus,9031
KP118885,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27618,"Xu,Q., Zhang,T., Han,Z., Gao,M., Wang,Q., Kong,X., Liu,S.","",China,Gallus gallus,unknown,2011,"Infectious bronchitis virus strain ck/CH/LSD/110857, complete genome",Avian coronavirus,9031
KP118892,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27594,"Xu,Q., Zhang,T., Han,Z., Gao,M., Wang,Q., Kong,X., Liu,S.","",China,Gallus gallus,unknown,2013,"Infectious bronchitis virus strain ck/CH/LLN/130101, complete genome",Avian coronavirus,9031
KP118893,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27618,"Xu,Q., Zhang,T., Han,Z., Gao,M., Wang,Q., Kong,X., Liu,S.","",China,Gallus gallus,unknown,2011,"Infectious bronchitis virus strain ck/CH/LSD/110410, complete genome",Avian coronavirus,9031
KP118884,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27617,"Xu,Q., Zhang,T., Han,Z., Gao,M., Wang,Q., Kong,X., Liu,S.","",China,Gallus gallus,unknown,2011,"Infectious bronchitis virus strain ck/CH/LSD/110851, complete genome",Avian coronavirus,9031
KP118887,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27621,"Xu,Q., Zhang,T., Han,Z., Gao,M., Wang,Q., Kong,X., Liu,S.","",China,Gallus gallus,unknown,2014,"Infectious bronchitis virus strain ck/CH/LHB/140532, complete genome",Avian coronavirus,9031
KP118891,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27618,"Xu,Q., Zhang,T., Han,Z., Gao,M., Wang,Q., Kong,X., Liu,S.","",China,Gallus gallus,unknown,2011,"Infectious bronchitis virus strain ck/CH/LHLJ/111246, complete genome",Avian coronavirus,9031
KP118882,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27618,"Xu,Q., Zhang,T., Han,Z., Gao,M., Wang,Q., Kong,X., Liu,S.","",China,Gallus gallus,unknown,2014,"Infectious bronchitis virus strain ck/CH/LBJ/140402, complete genome",Avian coronavirus,9031
KP118883,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27615,"Xu,Q., Zhang,T., Han,Z., Gao,M., Wang,Q., Kong,X., Liu,S.","",China,Gallus gallus,unknown,2012,"Infectious bronchitis virus strain ck/CH/LHB/121041, complete genome",Avian coronavirus,9031
KP118888,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27617,"Xu,Q., Zhang,T., Han,Z., Gao,M., Wang,Q., Kong,X., Liu,S.","",China,Gallus gallus,unknown,2013,"Infectious bronchitis virus strain ck/CH/LLN/130102, complete genome",Avian coronavirus,9031
KP118880,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27618,"Xu,Q., Zhang,T., Han,Z., Gao,M., Wang,Q., Kong,X., Liu,S.","",China,Gallus gallus,unknown,2013,"Infectious bronchitis virus strain ck/CH/LHB/130927, complete genome",Avian coronavirus,9031
KP036504,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27617,"Xu,Q., Zhang,T., Han,Z., Gao,M., Wang,Q., Kong,X., Liu,S.","",China,Gallus gallus,unknown,2013,"Infectious bronchitis virus strain ck/CH/LHB/130630, complete genome",Avian coronavirus,9031
KP036502,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27611,"Zhang,T., Han,Z., Xu,Q., Wang,Q., Gao,M., Wu,W., Shao,Y., Li,H., Kong,X., Liu,S.",25843651,China,Gallus gallus,unknown,2014,"Infectious bronchitis virus strain ck/CH/LHLJ/140906, complete genome",Avian coronavirus,9031
KP036503,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27613,"Xu,Q., Zhang,T., Han,Z., Gao,M., Wang,Q., Kong,X., Liu,S.","",China,Gallus gallus,unknown,2012,"Infectious bronchitis virus strain ck/CH/LHB/121010, complete genome",Avian coronavirus,9031
KJ960178,0.112994350282486,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28035,"Vui,D.T., Tung,N., Inui,K., Slater,S., Nilubol,D., Dam,T.V.",25125639,Viet Nam,Sus scrofa,"feces, abdominal cavity",2013,"Porcine epidemic diarrhea virus clone VN/JFP1013_1/2013/Vinh An/Vietnam, complete genome",Porcine epidemic diarrhea virus,9823
KJ425502,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27642,"Chen,L., Zhang,T., Han,Z., Liang,S., Xu,Y., Xu,Q., Chen,Y., Zhao,Y., Shao,Y., Li,H., Wang,K., Kong,X., Liu,S., Zhang,X.",26482289,China,Gallus gallus,unknown,11/26/2013,"Infectious bronchitis virus strain ck/CH/LHB/131143, complete genome",Avian coronavirus,9031
KJ425485,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27594,"Chen,L., Zhang,T., Han,Z., Liang,S., Xu,Y., Xu,Q., Chen,Y., Zhao,Y., Shao,Y., Li,H., Wang,K., Kong,X., Liu,S., Zhang,X.",26482289,China,Gallus gallus,unknown,9/17/2011,"Infectious bronchitis virus strain ck/CH/LDL/110931, complete genome",Avian coronavirus,9031
KJ425505,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27642,"Chen,L., Zhang,T., Han,Z., Liang,S., Xu,Y., Xu,Q., Chen,Y., Zhao,Y., Shao,Y., Li,H., Wang,K., Kong,X., Liu,S., Zhang,X.",26482289,China,Gallus gallus,unknown,3/10/2011,"Infectious bronchitis virus strain ck/CH/LHLJ/110310, complete genome",Avian coronavirus,9031
KJ425500,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27644,"Chen,L., Zhang,T., Han,Z., Liang,S., Xu,Y., Xu,Q., Chen,Y., Zhao,Y., Shao,Y., Li,H., Wang,K., Kong,X., Liu,S., Zhang,X.",26482289,China,Gallus gallus,unknown,11/21/2013,"Infectious bronchitis virus strain ck/CH/LHB/131132, complete genome",Avian coronavirus,9031
KJ425498,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27642,"Chen,L., Zhang,T., Han,Z., Liang,S., Xu,Y., Xu,Q., Chen,Y., Zhao,Y., Shao,Y., Li,H., Wang,K., Kong,X., Liu,S., Zhang,X.",26482289,China,Gallus gallus,unknown,6/18/2013,"Infectious bronchitis virus strain ck/CH/LHB/130642, complete genome",Avian coronavirus,9031
KJ425493,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27642,"Chen,L., Zhang,T., Han,Z., Liang,S., Xu,Y., Xu,Q., Chen,Y., Zhao,Y., Shao,Y., Li,H., Wang,K., Kong,X., Liu,S., Zhang,X.",26482289,China,Gallus gallus,unknown,7/21/2012,"Infectious bronchitis virus strain ck/CH/LHB/120749, complete genome",Avian coronavirus,9031
KF663560,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27661,"Zhou,S., Tang,M., Chen,X., Shen,X., Li,J., You,S., Dai,Y., Zou,J.","",China,Gallus gallus,"kidney, abdominal cavity",2007-11,"Infectious bronchitis virus isolate ck/CH/IBWF/2007, complete genome",Avian coronavirus,9031
KF530108,0.112994350282486,Human coronavirus NL63,Alphacoronavirus,Alphacoronavirus,27410,"Town,C.D., Halpin,R.A., Ransier,A., Fedorova,N., Tsitrin,T., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Talbot,H.K., Wentworth,D.E., Williams,J.V.","","USA: Nashville, TN",Homo sapiens,unknown,1/5/1989,"Human coronavirus NL63 strain NL63/human/USA/891-6/1989, complete genome",Human coronavirus NL63,9606
KF530106,0.112994350282486,Human coronavirus NL63,Alphacoronavirus,Alphacoronavirus,27401,"Town,C.D., Halpin,R.A., Ransier,A., Fedorova,N., Tsitrin,T., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Talbot,H.K., Wentworth,D.E., Williams,J.V.","","USA: Nashville, TN",Homo sapiens,unknown,12/16/1987,"Human coronavirus NL63 strain NL63/human/USA/8712-17/1987, complete genome",Human coronavirus NL63,9606
KF430219,0.112994350282486,Bat coronavirus CDPHE15,Alphacoronavirus,Alphacoronavirus,28035,"Town,C.D., Halpin,R.A., Nguyen,A., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Dominguez,S., Wentworth,D.E., Holmes,K.","","USA: Boulder County, CO",Myotis lucifugus,unknown,8/7/2006,"Bat coronavirus CDPHE15/USA/2006, complete genome",Bat coronavirus CDPHE15,59463
KC506155,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27648,"Liu,S., Xu,Q., Han,Z., Liu,X., Li,H., Guo,H., Sun,N., Shao,Y., Kong,X., Chen,L., Zhang,T.",24613433,China,Gallus gallus,unknown,10/10/2011,"Infectious bronchitis virus strain ck/CH/LJL/111054, complete genome",Avian coronavirus,9031
JX504050,0.112994350282486,Human coronavirus NL63,Alphacoronavirus,Alphacoronavirus,27553,"Lednicky,J.A., Waltzek,T.B., McGeehan,E., Loeb,J.C., Hamilton,S.B., Luetke,M.C.",23805916,USA,Homo sapiens,unknown,2004,"Human coronavirus NL63 isolate NL63/RPTEC/2004, complete genome",Human coronavirus NL63,9606
JX524171,0.112994350282486,Human coronavirus NL63,Alphacoronavirus,Alphacoronavirus,27538,"Geng,H., Cui,L., Xie,Z., Lu,R., Zhao,L., Tan,W.","",China,Homo sapiens,oronasopharynx,1/24/2009,"Human coronavirus NL63 isolate CBJ123, complete genome",Human coronavirus NL63,9606
JQ977698,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27622,"Hong,S.M., Kwon,H.J., Kim,I.H., Mo,M.L., Kim,J.H.",23202499,South Korea,Gallus gallus,unknown,1991,"Infectious bronchitis virus isolate KM91, complete genome",Avian coronavirus,9031
JQ408980,0.112994350282486,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,29363,"Balint,A., Farsang,A., Zadori,Z., Hornyak,A., Dencso,L., Almazan,F., Enjuanes,L., Belak,S.",22438554,"",Felis catus,unknown,"","Feline coronavirus strain DF-2 R3i, complete genome",Alphacoronavirus 1,9685
JQ408981,0.112994350282486,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,29025,"Balint,A., Farsang,A., Zadori,Z., Hornyak,A., Dencso,L., Almazan,F., Enjuanes,L., Belak,S.",22438554,"",Felis catus,unknown,"","Feline infectious peritonitis virus strain DF-2, complete genome",Alphacoronavirus 1,9685
JQ765568,0.112994350282486,Human coronavirus NL63,Alphacoronavirus,Alphacoronavirus,27487,"Dominguez,S.R., Sims,G.E., Wentworth,D.E., Halpin,R.A., Robinson,C.C., Town,C.D., Holmes,K.V., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Chen,H., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Dominguez,S., Holmes,K.",22837419,"USA: Denver, CO",Homo sapiens,oronasopharynx,1/11/2005,"Human coronavirus NL63 strain NL63/DEN/2005/193, complete genome",Human coronavirus NL63,9606
JQ765567,0.112994350282486,Human coronavirus NL63,Alphacoronavirus,Alphacoronavirus,27487,"Dominguez,S.R., Sims,G.E., Wentworth,D.E., Halpin,R.A., Robinson,C.C., Town,C.D., Holmes,K.V., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Chen,H., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Dominguez,S., Holmes,K.",22837419,"USA: Denver, CO",Homo sapiens,oronasopharynx,3/12/2009,"Human coronavirus NL63 strain NL63/DEN/2009/20, complete genome",Human coronavirus NL63,9606
JQ765573,0.112994350282486,Human coronavirus NL63,Alphacoronavirus,Alphacoronavirus,27487,"Dominguez,S.R., Sims,G.E., Wentworth,D.E., Halpin,R.A., Robinson,C.C., Town,C.D., Holmes,K.V., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Chen,H., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Dominguez,S., Holmes,K.",22837419,"USA: Denver, CO",Homo sapiens,oronasopharynx,4/12/2005,"Human coronavirus NL63 strain NL63/DEN/2005/1062, complete genome",Human coronavirus NL63,9606
JQ765566,0.112994350282486,Human coronavirus NL63,Alphacoronavirus,Alphacoronavirus,27487,"Dominguez,S.R., Sims,G.E., Wentworth,D.E., Halpin,R.A., Robinson,C.C., Town,C.D., Holmes,K.V., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Chen,H., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Dominguez,S., Holmes,K.",22837419,"USA: Denver, CO",Homo sapiens,oronasopharynx,1/8/2008,"Human coronavirus NL63 strain NL63/DEN/2008/16, complete genome",Human coronavirus NL63,9606
GU393338,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27515,"Thor,S.W., Hilt,D.A., Kissinger,J.C., Paterson,A.H., Jackwood,M.W.",21994806,USA,Gallus gallus,unknown,1964,"Infectious bronchitis virus serotype JMK, complete genome",Avian coronavirus,9031
FJ904714,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27664,"McKinley,E.T., Jackwood,M.W., Hilt,D.A., Kissinger,J.C., Robertson,J.S., Lemke,C., Paterson,A.H.",21539870,USA,Gallus gallus,unknown,1995,"Infectious bronchitis virus strain Cal 1995, complete genome",Avian coronavirus,9031
FJ904718,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27632,"McKinley,E.T., Jackwood,M.W., Hilt,D.A., Kissinger,J.C., Robertson,J.S., Lemke,C., Paterson,A.H.",21539870,USA,Gallus gallus,unknown,1983,"Infectious bronchitis virus strain Conn46 1983, complete genome",Avian coronavirus,9031
JF330899,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27631,"Sun,C., Han,Z., Ma,H., Shao,Y., Kong,X., Liu,S.","",China,Gallus gallus,unknown,2009,"Infectious bronchitis virus strain ck/CH/LNM/091017, complete genome",Avian coronavirus,9031
GQ504722,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27648,"Phillips,J.E., Jackwood,M.W., McKinley,E.T., Thor,S.W., Hilt,D.A., Acevedol,N.D., Williams,S.M., Kissinger,J.C., Paterson,A.H., Robertson,J.S., Lemke,C., Mckinley,E.T.",21909766,USA,Gallus gallus,unknown,1998,"Infectious bronchitis virus strain Georgia 1998 pass8, complete genome",Avian coronavirus,9031
EU714028,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27640,"Xiao,C.T., Shi,L., Gong,L.Y., Zhou,J.Y.","",China,Gallus gallus,abdominal cavity,1997,"Infectious bronchitis virus isolate ZJ971, complete genome",Avian coronavirus,9031
EU817497,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27646,"Xiao,C.T., Shi,L., Zhou,J.Y.","",China,Gallus gallus,unknown,"","Infectious bronchitis virus strain H52, complete genome",Avian coronavirus,9031
DQ811788,0.112994350282486,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,28571,"Zhang,X., Hasoksuz,M., Spiro,D., Halpin,R., Wang,S., Stollar,S., Janies,D., Hadya,N., Tang,Y., Ghedin,E., Saif,L.",17023013,"",Sus scrofa,unknown,"","TGEV Purdue P115, complete genome",Alphacoronavirus 1,9823
MK334046,0.107344632768362,Human coronavirus NL63,Alphacoronavirus,Alphacoronavirus,27531,"Zhang,L., Gan,M., Zhang,Z., Li,X., Liu,W., Zhu,A., Sun,J., Li,F., Wang,Y., Zhang,F., Zhao,J., Zhou,R.",32079638,China,Homo sapiens,oronasopharynx,9/1/2018,"Human coronavirus NL63 strain ChinaGD01, complete genome",Human coronavirus NL63,9606
MK334047,0.107344632768362,Human coronavirus NL63,Alphacoronavirus,Alphacoronavirus,27532,"Zhang,L., Gan,M., Zhang,Z., Li,X., Liu,W., Zhu,A., Sun,J., Li,F., Wang,Y., Zhang,F., Zhao,J., Zhou,R.",32079638,China,Homo sapiens,oronasopharynx,7/25/2018,"Human coronavirus NL63 strain ChinaGD04, complete genome",Human coronavirus NL63,9606
MK937832,0.107344632768362,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27471,"Sheng,J., Ren,M., Xu,L., Ma,T., Han,Z., Liu,S.","",China,Gallus gallus,unknown,2013,"Infectious bronchitis virus strain ck/CH/LJL/130906, complete genome",Avian coronavirus,9031
MK937828,0.107344632768362,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27475,"Sheng,J., Ren,M., Xu,L., Ma,T., Han,Z., Liu,S.","",China,Gallus gallus,unknown,2016,"Infectious bronchitis virus strain I1124/16, complete genome",Avian coronavirus,9031
MK644086,0.107344632768362,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27600,"Zhao,Y., Cheng,J., Yan,S., Jia,W., Zhang,K., Zhang,G.",31078931,China,Gallus gallus,unknown,2018,"Infectious bronchitis virus strain E160_YN, complete genome",Avian coronavirus,9031
MK728875,0.107344632768362,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27455,"Oade,M., Keep,S., Freimanis,G.L., Orton,R., Britton,P., Hammond,J.A., Bickerton,E.","",United Kingdom,Gallus gallus,unknown,2012-02,"Infectious bronchitis virus strain M41-CK, complete genome",Avian coronavirus,9031
MK359255,0.107344632768362,Canada goose coronavirus,Gammacoronavirus,Gammacoronavirus,28539,"Papineau,A., Berhane,Y., Wylie,T.N., Wylie,K.M., Sharpe,S., Lung,O., Wylie,T., Wylie,K.",30976080,Canada,Branta canadensis,feces,2017-08,"Canada goose coronavirus strain Cambridge_Bay_2017, complete genome",Canada goose coronavirus,8853
MH181793,0.107344632768362,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27672,"Li,G., Du,W., Bai,Y.","",China,Gallus gallus,unknown,2006,"Infectious bronchitis virus strain HH06, complete genome",Avian coronavirus,9031
KY406735,0.107344632768362,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,27779,"Marthaler,D., Chen,F., Knutson,T.","",USA,Sus scrofa,oronasopharynx,11/1/2016,"Porcine respiratory coronavirus strain PRCV/USA/Minnesota-46140/2016, complete genome",Alphacoronavirus 1,9823
MH687960,0.107344632768362,Alphacoronavirus sp.,Alphacoronavirus,Alphacoronavirus,27303,"Phan,M.V.T., Tue,N.T., Anh,P.H., Baker,S., Kellam,P., Cotten,M.","",Viet Nam,Scotophilus kuhlii,unknown,11/13/2014,"Alphacoronavirus sp. strain VZ_AlphaCoV_17819_22, complete genome",Alphacoronavirus sp.,153297
MH779859,0.107344632768362,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27603,"Albanese,G.A., Lee,D.H., Cheng,I.N., Hilt,D.A., Jackwood,M.W., Jordan,B.J., Lee,D.-H., Cheng,I.-H.N.",30197283,USA,Gallus gallus,unknown,2016,"Infectious bronchitis virus isolate ArkGA_P60, complete genome",Avian coronavirus,9031
MG913342,0.107344632768362,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27618,"Taniwaki,S.A., Hora,A.S., Berg,M., Brandao,P.E.","",Brazil,Gallus gallus,tonsil,2013,"Avian coronavirus isolate AvCoV/Gallus gallus/Brazil/sample 38/2013 GI-11, complete genome, complete genome",Avian coronavirus,9031
MH532440,0.107344632768362,Quail deltacoronavirus,Deltacoronavirus,Deltacoronavirus,25881,"Domanska-Blicharz,K., Kuczkowski,M., Sajewicz-Krukowska,J.","",Poland,Coturnix japonica,unknown,3/3/2015,"Quail deltacoronavirus strain G032/2015, complete genome",Quail deltacoronavirus,93934
MH006959,0.107344632768362,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27685,"Lara-Romero,R., Martinez-Bautista,R., Cerriteno-Sanchez,J.L., Gomez-Nunez,L., Mendoza-Elvira,S., Ramirez-Mendoza,H., Gonzalez-Martinez,A.R., Rivera-Benitez,J.F., Martinez-Lara,A., Diosdado-Vargas,F., Socci-Escatell,G., Quintero-Ramirez,V.","",Mexico,Sus scrofa,abdominal cavity,9/30/2013,"Porcine epidemic diarrhea virus strain PEDV/MEX/GTO/01/2013, complete genome",Porcine epidemic diarrhea virus,9823
MH004420,0.107344632768362,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27685,"Lara-Romero,R., Martinez-Bautista,R., Cerriteno-Sanchez,J.L., Gomez-Nunez,L., Mendoza-Elvira,S., Ramirez-Mendoza,H., Gonzalez-Martinez,A.R., Rivera-Benitez,J.F.","",Mexico,Sus scrofa,abdominal cavity,2/28/2017,"Porcine epidemic diarrhea virus strain PEDV/MEX/JAL/05/2017, complete genome",Porcine epidemic diarrhea virus,9823
MG772808,0.107344632768362,Human coronavirus NL63,Alphacoronavirus,Alphacoronavirus,27535,"Kim,J.-M., Kim,S.-T., Yang,J.-S., Kim,S.S., Cheong,H.-M.","",South Korea,Homo sapiens,oronasopharynx,11/25/2014,"Human coronavirus NL63 isolate CN0601/14, complete genome",Human coronavirus NL63,9606
MF421320,0.107344632768362,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27634,"Marandino,A., Tomas,G., Panzera,Y., Greif,G., Parodi-Talice,A., Hernandez,M., Techera,C., Hernandez,D., Perez,R.",28705717,Uruguay,Gallus gallus,unknown,2011,"Infectious bronchitis virus isolate UY/11/CA/18, complete genome",Avian coronavirus,9031
KY063617,0.107344632768362,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,29264,"Hu,X., Liu,D.","",China,Canis lupus familiaris,feces,7/1/2016,"Canine coronavirus isolate HLJ-072, complete genome",Alphacoronavirus 1,9615
KY063618,0.107344632768362,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,28969,"Hu,X., Liu,D.","",China,Canis lupus familiaris,feces,7/1/2016,"Canine coronavirus isolate HLJ-073, complete genome",Alphacoronavirus 1,9615
KY407556,0.107344632768362,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27681,"Jiang,L., Chen,Y., Zhao,W., Han,Z., Liu,S.","",China,Gallus gallus,unknown,2014,"Infectious bronchitis virus strain gammaCoV/ck/China/I0114/14, complete genome",Avian coronavirus,9031
KX434789,0.107344632768362,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27685,"Gao,M., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S.","",China,Gallus gallus,unknown,2014,"Infectious bronchitis virus strain ck/CH/LJL/140530, complete genome",Avian coronavirus,9031
KX252772,0.107344632768362,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27682,"Xu,Q., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S.","",China,Gallus gallus,unknown,2003,"Infectious bronchitis virus strain ck/CH/LSHH/03II, complete genome",Avian coronavirus,9031
KX077987,0.107344632768362,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27666,"Gao,M., Zhao,W., Wang,Q., Chen,Y., Han,Z., Liu,S.","",China,Gallus gallus,unknown,2015,"Infectious bronchitis virus strain ck/CH/LDL/150434-III, complete genome",Avian coronavirus,9031
KX258195,0.107344632768362,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27615,"Brandao,P.E., Ayres,G.R.R., Torres,C.A., Villarreal,L.Y.B., Hora,A.S., Taniwaki,S.A.","",Brazil,Gallus gallus,"kidney, abdominal cavity",2013,"Avian coronavirus isolate 23/2013, complete genome",Avian coronavirus,9031
KT736031,0.107344632768362,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27641,"Gao,M., Zhao,W., Wang,Q., Chen,Y., Han,Z., Liu,S.","",China,Gallus gallus,unknown,2015-04,"Infectious bronchitis virus isolate ck/CH/LDL/150434-I, complete genome",Avian coronavirus,9031
