Accession,mean,Species,Genus,Genus_clean,Length,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,GenBank_Title,Species_clean,Host_taxID
MT019529,99.9623333333333,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29899,"Ren,L., Wang,J., Jin,Q., Xiang,Z., Li,Y., Wu,Z., Wu,C., Liu,Y.","","China: Hubei, Wuhan",Homo sapiens,lung,12/23/2019,"Severe acute respiratory syndrome coronavirus 2 isolate BetaCoV/Wuhan/IPBCAMS-WH-01/2019, complete genome",SARS-CoV-2,9606
MT019530,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29889,"Ren,L., Wang,J., Jin,Q., Xiang,Z., Wu,Z., Wu,C., Liu,Y., Yang,J., Liu,B.","","China: Hubei, Wuhan",Homo sapiens,lung,12/30/2019,"Severe acute respiratory syndrome coronavirus 2 isolate BetaCoV/Wuhan/IPBCAMS-WH-02/2019, complete genome",SARS-CoV-2,9606
MT019531,99.9623333333333,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29899,"Ren,L., Wang,J., Jin,Q., Xiang,Z., Wu,Z., Wu,C., Liu,Y., Yang,J., Liu,B.","","China: Hubei, Wuhan",Homo sapiens,lung,12/30/2019,"Severe acute respiratory syndrome coronavirus 2 isolate BetaCoV/Wuhan/IPBCAMS-WH-03/2019, complete genome",SARS-CoV-2,9606
MT019533,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29883,"Ren,L., Wang,J., Jin,Q., Xiang,Z., Wu,Z., Wu,C., Liu,Y., Yang,J., Liu,B., Li,M.","","China: Hubei, Wuhan",Homo sapiens,lung,1/1/2020,"Severe acute respiratory syndrome coronavirus 2 isolate BetaCoV/Wuhan/IPBCAMS-WH-05/2020, complete genome",SARS-CoV-2,9606
MT027063,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29882,"Queen,K., Zhang,J., Li,Y., Tao,Y., Uehara,A., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.","",USA: CA,Homo sapiens,oronasopharynx,1/29/2020,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CA4/2020, complete genome",SARS-CoV-2,9606
MT027064,99.9623333333333,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29882,"Tao,Y., Queen,K., Zhang,J., Li,Y., Uehara,A., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.","",USA: CA,Homo sapiens,oronasopharynx,1/29/2020,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CA5/2020, complete genome",SARS-CoV-2,9606
MT039887,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29879,"Zhang,J., Uehara,A., Queen,K., Li,Y., Tao,Y., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.","",USA: WI,Homo sapiens,oronasopharynx,1/31/2020,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-WI1/2020, complete genome",SARS-CoV-2,9606
MT039888,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29882,"Paden,C.R., Zhang,J., Queen,K., Li,Y., Tao,Y., Uehara,A., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.","",USA: MA,Homo sapiens,oronasopharynx,1/29/2020,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-MA1/2020, complete genome",SARS-CoV-2,9606
MT039890,99.887,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29903,"Park,W.B., Kwon,N.-J., Choi,S.-J., Kang,C.K., Choe,P.G., Kim,J.Y., Yun,J., Lee,G.-W., Seong,M.-W., Kim,N., Seo,J.-S., Oh,M.-D.","",South Korea,Homo sapiens,unknown,2020-01,"Severe acute respiratory syndrome coronavirus 2 isolate SNU01, complete genome",SARS-CoV-2,9606
MT040333,95.1379875776398,Pangolin coronavirus,Betacoronavirus,Betacoronavirus,29805,"Cao,W., Jia,N., Zhang,Y., Tong,Y., Jiang,J., Jiang,B., Li,J., Yuan,T., Li,W., Qiang,X., Qin,S., Pei,G.","",China,Manis javanica,unknown,2017,"Pangolin coronavirus isolate PCoV_GX-P4L, complete genome",Pangolin coronavirus,9974
MT040334,95.02426875,Pangolin coronavirus,Betacoronavirus,Betacoronavirus,29801,"Cao,W., Jia,N., Zhang,Y., Tong,Y., Jiang,J., Jiang,B., Li,J., Yuan,T., Li,W., Qiang,X., Qin,S., Pei,G.","",China,Manis javanica,unknown,2017,"Pangolin coronavirus isolate PCoV_GX-P1E, complete genome",Pangolin coronavirus,9974
MT040335,95.1680061728395,Pangolin coronavirus,Betacoronavirus,Betacoronavirus,29806,"Cao,W., Jia,N., Zhang,Y., Tong,Y., Jiang,J., Jiang,B., Li,J., Yuan,T., Li,W., Qiang,X., Qin,S., Pei,G.","",China,Manis javanica,unknown,2017,"Pangolin coronavirus isolate PCoV_GX-P5L, complete genome",Pangolin coronavirus,9974
MT040336,95.2091604938272,Pangolin coronavirus,Betacoronavirus,Betacoronavirus,29802,"Cao,W., Jia,N., Zhang,Y., Tong,Y., Jiang,J., Jiang,B., Li,J., Yuan,T., Li,W., Qiang,X., Qin,S., Pei,G.","",China,Manis javanica,unknown,2017,"Pangolin coronavirus isolate PCoV_GX-P5E, complete genome",Pangolin coronavirus,9974
MT044257,99.9623333333333,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29882,"Li,Y., Zhang,J., Queen,K., Tao,Y., Uehara,A., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.","",USA: IL,Homo sapiens,"lung, oronasopharynx",1/28/2020,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-IL2/2020, complete genome",SARS-CoV-2,9606
MT044258,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29858,"Zhang,J., Queen,K., Li,Y., Tao,Y., Uehara,A., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.","",USA: CA,Homo sapiens,oronasopharynx,1/27/2020,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CA6/2020, complete genome",SARS-CoV-2,9606
MT049951,99.9623333333333,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29903,"Fu,X., Li,D., Sun,Y.","",China: Yunnan,Homo sapiens,"lung, oronasopharynx",1/17/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Yunnan-01/2020, complete genome",SARS-CoV-2,9606
MT050493,99.9623333333333,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29851,"Potdar,V., Choudhary,M., Yadav,P.D., Shete-Aich,A.","",India: Kerala State,Homo sapiens,oronasopharynx,1/31/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/166/2020, complete genome",SARS-CoV-2,9606
MT066156,99.9623333333333,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29867,"Capobianchi,M.R., Rueca,M., Messina,F., Giombini,E., Carletti,F., Colavita,F., Castilletti,C., Lalle,E., Bordi,L., Vairo,E., Nicastri,E., Ippolito,G., Gruber,C.E.M., Bartolini,B.","",Italy,Homo sapiens,"lung, oronasopharynx",1/30/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ITA/INMI1/2020, complete genome",SARS-CoV-2,9606
MT066175,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29870,"Yeh,S.-H., Lin,Y.-Y., Lai,Y.-Y., Li,C.-L., Chang,S.-C., Chen,P.-J., Chang,S.-Y.","",Taiwan,Homo sapiens,unknown,1/31/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/NTU01/TWN/human/2020, complete genome",SARS-CoV-2,9606
MT066176,99.9623333333333,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29870,"Yeh,S.-H., Lin,Y.-Y., Lai,Y.-Y., Li,C.-L., Chang,S.-C., Chen,P.-J., Chang,S.-Y.","",Taiwan,Homo sapiens,unknown,2/5/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/NTU02/TWN/human/2020, complete genome",SARS-CoV-2,9606
MT072688,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29811,"Bastola,A., Sah,R., Rodriguez-Morales,A.J., Lal,B.K., Jha,R., Ojha,H.C., Shrestha,B., Chu,D.K.W., Poon,L.L.M., Costello,A., Morita,K., Pandey,B.D., Chu,D., Gu,H., Peiris,M., Poon,L.",32057299,Nepal,Homo sapiens,oronasopharynx,1/13/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NPL/61-TW/2020, complete genome",SARS-CoV-2,9606
MT072864,95.1909375,Pangolin coronavirus,Betacoronavirus,Betacoronavirus,29795,"Cao,W., Jia,N., Zhang,Y., Tong,Y., Jiang,J., Jiang,B., Li,J., Yuan,T., Li,W., Qiang,X., Qin,S., Pei,G.","",China,Manis pentadactyla,unknown,2018,"Pangolin coronavirus isolate PCoV_GX-P2V, complete genome",Pangolin coronavirus,143292
MT093571,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29886,"Bengner,M., Palmerus,M., Lindsjo,O., Lind Karlberg,M., Monteil,V., Appelberg,S., Brave,A., Muradrasoli,S., Tegmark-Wisell,K.","",Sweden,Homo sapiens,unknown,2/7/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SWE/01/2020, complete genome",SARS-CoV-2,9606
MT093631,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29860,"Linlin,B., Lili,R., Shuran,G., Jiangning,L., Feifei,Q., Qi,L., Fengdi,L., Jing,X., Wei,D., Pin,Y., Yanfeng,X., Yajin,Q., Hong,G., Qiang,W., Mingya,L., Guanpeng,W., Shunyi,W., Zhiqi,S., Li,G., Lan,C., Conghui,W., Ying,W., Xinming,W., Yan,X., Qi,J., Chuan,Q.","",China,Homo sapiens,oronasopharynx,1/8/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/WH-09/2020, complete genome",SARS-CoV-2,9606
MT106052,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29882,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.","",USA: CA,Homo sapiens,oronasopharynx,2/6/2020,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CA7/2020, complete genome",SARS-CoV-2,9606
MT106053,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29882,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.","",USA: CA,Homo sapiens,oronasopharynx,2/10/2020,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CA8/2020, complete genome",SARS-CoV-2,9606
MT106054,99.9623333333333,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29882,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.","",USA: TX,Homo sapiens,"lung, oronasopharynx",2/11/2020,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-TX1/2020, complete genome",SARS-CoV-2,9606
MT118835,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29882,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.","",USA: CA,Homo sapiens,lung,2/23/2020,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CA9/2020, complete genome",SARS-CoV-2,9606
MT121215,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29945,"Zhang,R., Yi,Z., Wang,Y., Teng,Z., Xu,W., Song,W., Cai,X., Sun,Z., Gu,C., Zhou,Y., Chen,H., Ye,R., Han,W., Zhu,Y., Feng,F., Fang,F., Li,C., Zhang,X., Qu,D., Fu,C., Xie,Y., Yuan,Z.","",China: Shanghai,Homo sapiens,oronasopharynx,2/2/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/SH01/2020, complete genome",SARS-CoV-2,9606
MT123290,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29891,"Shi,Y., Sun,J., Zheng,K., Huang,J., Zhao,J.","","China: Guangdong, Guangzhou",Homo sapiens,oronasopharynx,2/5/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/IQTC01/2020, complete genome",SARS-CoV-2,9606
MT123291,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29882,"Shi,Y., Zheng,K., Sun,J., Huang,J., Zhu,A., Zhuang,Z., Dai,J., Chen,Z., Sun,F., Zhang,Z., Li,X., Wang,Y.","",China: Guangzhou,Homo sapiens,lung,1/29/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/IQTC02/2020, complete genome",SARS-CoV-2,9606
MT123292,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29923,"Huang,J., Shi,Y., Sun,J., Zheng,K., Zhu,A., Sun,F., Zhuang,Z., Dai,J., Zhang,Z., Huang,S., Wang,Y., Li,X.","",China: Guangzhou,Homo sapiens,"lung, oronasopharynx",1/27/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/IQTC04/2020, complete genome",SARS-CoV-2,9606
MT123293,99.9623333333333,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29871,"Zheng,K., Shi,Y., Sun,J., Huang,J., Zhu,A., Sun,F., Zhuang,Z., Dai,J., Chen,Z., Huang,S., Zhang,Z., Li,X., Wang,Y.","",China: Guangzhou,Homo sapiens,feces,1/29/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/IQTC03/2020, complete genome",SARS-CoV-2,9606
MT126808,99.9623333333333,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29876,"Amgarten,D., Malta,F., Ruiz,R.M., Petroni,R., Santana,R.A.F., de Menezes,F.G., Mangueira,C.L.P., Pinho,J.R.R.","",Brazil,Homo sapiens,oronasopharynx,2/28/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BRA/SP02/2020, complete genome",SARS-CoV-2,9606
MT135042,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29903,"Li,J., Li,L., Li,Z., Qiu,S., Song,H., Li,P.","",China: Beijing,Homo sapiens,unknown,1/28/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/231/2020, complete genome",SARS-CoV-2,9606
MT135043,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29903,"Li,J., Li,L., Li,Z., Qiu,S., Song,H., Li,P.","",China: Beijing,Homo sapiens,unknown,1/28/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/233/2020, complete genome",SARS-CoV-2,9606
MT152824,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29878,"Chu,H., Boeckh,M., Englund,J., Famulare,M., Lutz,B., Nickerson,D., Rieder,M., Starita,L., Thompson,M., Shendure,J., Bedford,T.","","USA: Snohomish County, WA",Homo sapiens,unknown,2/24/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA2/2020, complete genome",SARS-CoV-2,9606
MT159705,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29882,"Tao,Y., Paden,C.R., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.","",USA,Homo sapiens,oronasopharynx,2/17/2020,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-7/2020, complete genome",SARS-CoV-2,9606
MT159706,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29882,"Tao,Y., Paden,C.R., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.","",USA,Homo sapiens,oronasopharynx,2/17/2020,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-8/2020, complete genome",SARS-CoV-2,9606
MT159707,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29882,"Tao,Y., Paden,C.R., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.","",USA,Homo sapiens,oronasopharynx,2/17/2020,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-10/2020, complete genome",SARS-CoV-2,9606
MT159708,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29882,"Tao,Y., Paden,C.R., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.","",USA,Homo sapiens,oronasopharynx,2/17/2020,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-11/2020, complete genome",SARS-CoV-2,9606
MT159709,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29882,"Tao,Y., Paden,C.R., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.","",USA,Homo sapiens,oronasopharynx,2/20/2020,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-12/2020, complete genome",SARS-CoV-2,9606
MT159712,99.9623333333333,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29882,"Paden,C.R., Tao,Y., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.","",USA,Homo sapiens,oronasopharynx,2/25/2020,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-14/2020, complete genome",SARS-CoV-2,9606
MT159715,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29882,"Paden,C.R., Tao,Y., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.","",USA,Homo sapiens,oronasopharynx,2/24/2020,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-17/2020, complete genome",SARS-CoV-2,9606
MT159716,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29867,"Paden,C.R., Tao,Y., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.","",USA,Homo sapiens,oronasopharynx,2/24/2020,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-18/2020, complete genome",SARS-CoV-2,9606
MT159717,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29882,"Uehara,A., Tao,Y., Paden,C.R., Queen,K., Zhang,J., Li,Y., Keckler,M.S., Laufer Halpin,A.S., Wang,H., Padilla,J., Lee,J., Elkins,C.A., Gerber,S.I., Tong,S.","",USA,Homo sapiens,oronasopharynx,2/17/2020,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-1/2020, complete genome",SARS-CoV-2,9606
MT159718,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29882,"Uehara,A., Tao,Y., Paden,C.R., Queen,K., Zhang,J., Li,Y., Keckler,M.S., Laufer Halpin,A.S., Wang,H., Padilla,J., Lee,J., Elkins,C.A., Gerber,S.I., Tong,S.","",USA,Homo sapiens,oronasopharynx,2/18/2020,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-2/2020, complete genome",SARS-CoV-2,9606
MT159720,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29882,"Uehara,A., Tao,Y., Paden,C.R., Queen,K., Zhang,J., Li,Y., Keckler,M.S., Laufer Halpin,A.S., Wang,H., Padilla,J., Lee,J., Elkins,C.A., Gerber,S.I., Tong,S.","",USA,Homo sapiens,oronasopharynx,2/21/2020,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-4/2020, complete genome",SARS-CoV-2,9606
MT159722,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29882,"Uehara,A., Tao,Y., Paden,C.R., Queen,K., Zhang,J., Li,Y., Keckler,M.S., Laufer Halpin,A.S., Wang,H., Padilla,J., Lee,J., Elkins,C.A., Gerber,S.I., Tong,S.","",USA,Homo sapiens,oronasopharynx,2/21/2020,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-6/2020, complete genome",SARS-CoV-2,9606
MT163716,99.9623333333333,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29903,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,2/27/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA3-UW1/2020, complete genome",SARS-CoV-2,9606
MT163717,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29897,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,2/28/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA4-UW2/2020, complete genome",SARS-CoV-2,9606
MT163718,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29903,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,2/29/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA6-UW3/2020, complete genome",SARS-CoV-2,9606
MT163719,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29903,"Roychoudhury,P., Greninger,A., Jerome,K.","",USA: WA,Homo sapiens,unknown,3/1/2020,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA7-UW4/2020, complete genome",SARS-CoV-2,9606
MT184908,100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29880,"Tao,Y., Queen,K., Paden,C.R., Uehara,A., Zhang,J., Li,Y., Keckler,M.S., Laufer Halpin,A.S., Wang,H., Padilla,J., Lee,J., Elkins,C.A., Gerber,S.I., Tong,S.","",USA,Homo sapiens,oronasopharynx,2/21/2020,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-21/2020, complete genome",SARS-CoV-2,9606
MT184910,99.9623333333333,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29882,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.","",USA,Homo sapiens,oronasopharynx,2/18/2020,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-23/2020, complete genome",SARS-CoV-2,9606
MT184911,99.9246666666667,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29882,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.","",USA,Homo sapiens,oronasopharynx,2/17/2020,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-24/2020, complete genome",SARS-CoV-2,9606
MT184912,99.9623333333333,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29882,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.","",USA,Homo sapiens,oronasopharynx,2/17/2020,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-25/2020, complete genome",SARS-CoV-2,9606
